timestamp,request_rate_rps,response_time_max_ms,error_rate,throughput_rps,cpu_usage_percent,system_cpu_usage_percent,replica_count,jvm_gc_pause_seconds_sum,jvm_gc_pause_count,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_threads_live,jvm_threads_peak,jvm_classes_loaded,jvm_heap_utilisation,jvm_gc_avg_pause_ms,response_time_p95_ms
2026-06-12 22:02:41+00:00,,405.59574999999995,,,95.11854951185495,95.44943741209563,1.0,,,30565376.0,268435456.0,22.0,22.0,8188.0,0.11386489868164062,,
2026-06-12 22:03:11+00:00,0.14295555555555556,8600.000628,,0.10962222222222222,80.0,79.97101941747573,1.0,0.24648766666666666,22.915,93575952.0,268435456.0,23.0,23.0,8226.0,0.34859758615493774,10.756607753291147,431.3652759511346
2026-06-12 22:03:41+00:00,14.957818662578187,8600.000628,,14.924488662244887,58.333333333333336,58.38088963963964,1.0,0.24797520247975202,78.34453221344532,162879920.0,268435456.0,23.0,23.0,8227.0,0.6067749857902527,3.165188373378213,193.0027758964687
2026-06-12 22:04:11+00:00,25.133333333333333,8600.000628,,25.099999999999998,72.6984126984127,71.8529702970297,1.0,1.8476278333333334,140.0,260419584.0,331350016.0,43.0,43.0,8230.0,0.7859350276898734,13.197341666666668,1036.9562233777779
2026-06-12 22:04:41+00:00,20.966666666666665,14285.059215000001,,20.933333333333334,98.55555555555556,98.2160752688172,1.0,6.4521535000000005,296.0,460656752.0,536870912.0,102.0,102.0,8113.0,0.858040064573288,21.79781587837838,7130.26816972826
2026-06-12 22:05:11+00:00,16.434976831016435,31304.602389,,16.4016401640164,98.58156028368793,98.3728354978355,1.0,16.234518785211854,567.1474814148081,411548944.0,536870912.0,164.0,164.0,8113.0,0.7665696442127228,28.62486269834641,10000.0
2026-06-12 22:05:41+00:00,14.329989669077218,39899.337852000004,,14.296664111707269,98.24561403508771,98.45614549402823,1.0,16.292198487019693,521.8782284133703,498882056.0,536870912.0,191.0,191.0,8114.0,0.9292402416467667,31.218390804597693,10000.0
2026-06-12 22:06:11+00:00,11.001100110011,58994.057402000006,,10.967763443010966,97.97979797979798,98.39768779342724,1.0,23.106310631063103,748.074807480748,450049048.0,536870912.0,192.0,192.0,8114.0,0.8382816761732101,30.887700534759357,10000.0
2026-06-12 22:06:41+00:00,11.001100110011,58994.057402000006,,10.967763443010966,97.97979797979798,98.39768779342724,0.0,23.106310631063103,748.074807480748,450049048.0,536870912.0,192.0,192.0,8114.0,0.8382816761732101,30.887700534759357,10000.0
2026-06-12 22:07:11+00:00,11.001100110011,58994.057402000006,,10.967763443010966,97.97979797979798,98.39768779342724,0.0,23.106310631063103,748.074807480748,450049048.0,536870912.0,192.0,192.0,8114.0,0.8382816761732101,30.887700534759357,10000.0
2026-06-12 22:07:41+00:00,,109813.274175,,,97.54385964912281,100.0,1.0,,,450350080.0,536870912.0,198.0,198.0,8145.0,0.8388423919677734,,
