timestamp,request_rate_rps,response_time_p50_ms,response_time_p95_ms,response_time_p99_ms,response_time_max_ms,failure_rate_rps,error_rate,cpu_usage_percent,system_cpu_usage_percent,replica_count,jvm_gc_pause_seconds_sum,jvm_gc_pause_count,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_threads_live,jvm_threads_peak,jvm_classes_loaded,jvm_heap_utilisation,jvm_gc_avg_pause_ms
2026-06-16 15:18:00+00:00,1.2380952857142857,1293.3333333333333,2426.6666666666665,2543.3333333333335,2543.3333333333335,0.0,,94.98432601880876,94.83334378265413,1.0,,,54374400.0,268435456.0,22.0,22.0,8147.0,0.2025604248046875,
2026-06-16 15:18:30+00:00,13.886071433333333,109.33333333333333,968.0333333333333,1348.0,1465.0,0.0,,80.2405498281787,80.40649484536083,1.0,0.552,82.12686666666667,74993448.0,268435456.0,22.0,22.0,8224.0,0.279372364282608,6.72130841470473
2026-06-16 15:19:00+00:00,17.096666666666668,10.5,161.66666666666666,296.6666666666667,363.3333333333333,0.0,,62.55555555555555,62.72767001114828,1.0,0.552,82.12686666666667,53089560.0,268435456.0,22.0,22.0,8224.0,0.1977740228176117,6.72130841470473
2026-06-16 15:19:30+00:00,50.15333333333333,62.46666666666667,690.0,1267.6666666666667,1761.3333333333333,0.0,,83.52999943809685,83.37051519822668,3.0,0.7519999999999998,122.0,502472192.0,805306368.0,66.0,66.0,8227.0,0.6239515940348307,6.163934426229507
2026-06-16 15:20:00+00:00,81.53333333333333,396.6666666666667,1830.0,2633.3333333333335,3690.0,0.0,,92.18708229962247,92.32174142214748,3.0,7.119499733333333,358.95506666666665,517623808.0,988807168.0,98.0,98.0,8233.0,0.5234830660127253,19.833958047859657
2026-06-16 15:20:30+00:00,80.97333333333333,1185.6666666666667,3020.0,3946.6666666666665,5133.333333333333,0.0,,99.63213501510948,99.65842654823332,3.0,15.78,488.0,856672768.0,1373634560.0,152.0,154.0,8234.0,0.6236540583253817,32.33606557377049
2026-06-16 15:21:00+00:00,84.07931034482759,1393.103448275862,3651.7241379310344,4706.896551724138,5927.586206896552,0.0,,98.0363689499657,97.97351054462204,6.0,14.688993401319737,427.9736052789442,913743448.0,2365587456.0,257.0,260.0,8175.0,0.3862649193892242,34.32219468709001
2026-06-16 15:21:30+00:00,98.19333333333334,1126.0,3023.3333333333335,3993.3333333333335,5363.333333333333,0.0,,70.6061580214785,70.9227398367764,6.0,15.166248929785956,455.6534704274188,964072960.0,2053111808.0,261.0,261.0,8114.0,0.4695667114881256,33.284611912556024
2026-06-16 15:22:00+00:00,106.39666666666668,753.0,2270.0,3106.6666666666665,4026.6666666666665,0.0,,71.43637984154492,71.4268306905825,6.0,14.437113866666673,610.1665,1174870320.0,2213543936.0,261.0,261.0,8114.0,0.5307644004225448,23.660941508041937
2026-06-16 15:22:30+00:00,113.31666666666666,147.8,939.3333333333334,1387.0,1986.6666666666667,0.0,,65.92764744103191,66.04743975090382,6.0,12.913946740960922,583.1901899229977,871030968.0,1843396608.0,261.0,261.0,8115.0,0.472514142762272,22.143628209291435
2026-06-16 15:23:00+00:00,70.46000000000001,7.1,75.2,195.46666666666667,307.93333333333334,0.0,,52.31670795439336,52.31368037382289,6.0,5.036029204974313,464.0141359916674,843408824.0,2014314496.0,261.0,261.0,8116.0,0.4187076177403431,10.853180570052178
2026-06-16 15:23:30+00:00,18.40666666666667,6.433333333333334,19.7,85.0,117.0,0.0,,22.08502454159355,22.111839210526576,6.0,0.6459999999999925,126.0,1072356624.0,2014314496.0,261.0,261.0,8116.0,0.5323680220389975,5.126984126984068
2026-06-16 15:24:00+00:00,17.756666666666668,5.0,14.433333333333334,42.36666666666667,84.3,0.0,,14.507343504679978,14.608244756044902,6.0,0.1820000000000006,78.0,868831224.0,2014314496.0,261.0,261.0,8116.0,0.4313284870487274,2.333333333333341
2026-06-16 15:24:30+00:00,18.03793103448276,5.275862068965517,14.413793103448276,34.48275862068966,57.10344827586207,0.0,,12.709836361719928,12.603161698431354,6.0,0.1500000000000008,72.0,990033912.0,2014314496.0,261.0,261.0,8117.0,0.4914991745161923,2.0833333333333446
2026-06-16 15:25:00+00:00,17.06,6.133333333333334,29.4,77.4,103.4,0.0,,17.192349030952457,17.251206367528436,6.0,0.189999999999999,82.0,1001122016.0,2014314496.0,261.0,261.0,8118.0,0.4970038283435954,2.317073170731695
2026-06-16 15:25:30+00:00,64.08333333333333,6.866666666666666,46.03333333333333,163.86666666666667,302.3333333333333,0.0,,19.16666262863674,19.138577816087263,6.0,0.4280000000000008,144.0,605831600.0,2014314496.0,261.0,261.0,8123.0,0.3007631634499244,2.972222222222228
2026-06-16 15:26:00+00:00,151.72333333333333,20.3,319.3,595.6666666666666,1021.0,0.0,,50.83751938208682,50.78400053519568,6.0,3.017037400000004,492.0,1007717848.0,2014314496.0,262.0,262.0,8124.0,0.5002783080800507,6.132189837398382
2026-06-16 15:26:30+00:00,203.21,80.36666666666666,744.0,1141.3333333333333,1650.0,0.0,,79.81296884550389,79.8622493614902,6.0,9.173182799999998,814.0,989113360.0,2265972736.0,275.0,275.0,8124.0,0.4365071760510361,11.269266339066336
2026-06-16 15:27:00+00:00,200.73999999999998,204.0,1213.0,1780.0,2786.6666666666665,0.0,,92.36510917986269,92.49916436673344,6.0,14.584,868.0,1161688568.0,2433744896.0,308.0,308.0,8124.0,0.4773255282052371,16.80184331797235
2026-06-16 15:27:30+00:00,185.31666666666666,131.13333333333333,1653.3333333333333,2266.6666666666665,3313.3333333333335,0.0,,89.45016571465816,89.29682082708901,6.0,14.06044369999999,855.1766,1213567608.0,2542796800.0,315.0,315.0,8124.0,0.4772570140091414,16.441567390875743
2026-06-16 15:28:00+00:00,150.4551724137931,204.48275862068965,1627.5862068965516,2358.6206896551726,3634.4827586206898,0.0,,79.33720340150501,79.43588005894226,6.0,13.658886769646085,799.3425071985603,1303126896.0,2316304384.0,318.0,318.0,8124.0,0.5625887966199178,17.087652222469828
2026-06-16 15:28:30+00:00,141.17999999999998,40.5,505.96666666666664,918.0,1404.0,0.0,,68.26761772926486,68.18529680039794,6.0,10.390116736676005,642.0140078410643,1362780448.0,2519728128.0,320.0,320.0,8124.0,0.5408442414307961,16.18362934418739
2026-06-16 15:29:00+00:00,71.71666666666667,7.9,59.46666666666667,175.5,274.56666666666666,0.0,,44.99351989258432,45.01576286468942,6.0,1.8440476047604677,382.008400840084,862641400.0,2559574016.0,320.0,320.0,8124.0,0.3370253778978822,4.827243591253954
2026-06-16 15:29:30+00:00,18.62,5.233333333333333,12.7,37.06666666666667,57.63333333333333,0.0,,19.68653354434555,19.623704132770527,6.0,0.3280000000000038,118.0,1045881976.0,2559574016.0,320.0,320.0,8124.0,0.4086156405175821,2.779661016949185
2026-06-16 15:30:00+00:00,18.083333333333332,4.8,13.6,41.56666666666667,60.3,0.0,,11.887261169172143,11.975079788323786,6.0,0.1440000000000001,62.0,1089512008.0,2559574016.0,320.0,320.0,8124.0,0.4256614581916431,2.3225806451612923
2026-06-16 15:30:30+00:00,17.55,4.6,13.066666666666666,19.866666666666667,49.3,0.0,,14.393941367278746,14.39201384739739,6.0,0.1260000000000047,58.0,1368870016.0,2559574016.0,315.0,320.0,8124.0,0.5348038413592022,2.1724137931035306
2026-06-16 15:31:00+00:00,17.206666666666667,4.766666666666667,12.366666666666667,17.533333333333335,51.93333333333333,0.0,,11.51936534962647,11.460949179284452,6.0,0.1259999999999994,54.0,1219171840.0,2559574016.0,315.0,320.0,8124.0,0.4763182593583572,2.3333333333333233
2026-06-16 15:31:30+00:00,63.63103448275862,5.655172413793103,27.862068965517242,78.72413793103448,231.3793103448276,0.0,,16.77441253646386,16.76926375668339,6.0,0.2319999999999922,100.0,1106521192.0,2559574016.0,315.0,320.0,8124.0,0.432306776472605,2.319999999999922
2026-06-16 15:32:00+00:00,158.96666666666667,9.3,120.2,319.6666666666667,661.0,0.0,,43.35868300031787,43.33790732223983,6.0,1.340000000000007,396.0,1218885288.0,2559574016.0,315.0,320.0,8124.0,0.4762063063543774,3.3838383838384014
2026-06-16 15:32:30+00:00,212.57999999999998,71.13333333333334,649.0,1019.0,1606.6666666666667,0.0,,72.3843690258713,72.35055883861932,6.0,4.929999999999996,666.0,1257326480.0,2559574016.0,315.0,320.0,8124.0,0.4912248960727065,7.402402402402397
2026-06-16 15:33:00+00:00,228.63478260869567,99.04347826086956,956.5217391304348,1534.7826086956522,2234.782608695652,0.0,,90.80251781598348,90.91867201789728,6.0,10.502000000000004,812.0,1239436376.0,2634022912.0,315.0,320.0,8122.0,0.4705488211030413,12.933497536945818
2026-06-16 15:33:30+00:00,228.63478260869567,99.04347826086956,956.5217391304348,1534.7826086956522,2234.782608695652,0.0,,74.77044008995281,74.70838707618186,6.0,5.2219999999999995,444.0,1418751192.0,2549088256.0,315.0,320.0,8122.0,0.5565720169400051,11.76126126126126
2026-06-16 15:34:00+00:00,228.63478260869567,99.04347826086956,956.5217391304348,1534.7826086956522,2234.782608695652,0.0,,2.9870323857352243,3.0059530855738053,6.0,0.0,0.0,1426091224.0,2549088256.0,315.0,320.0,8122.0,0.5594514904077138,11.76126126126126
2026-06-16 15:34:30+00:00,,,,,,,,7.76685464340808,7.7539689442856385,6.0,0.0040000000000013,2.0,1134035968.0,2549088256.0,150.0,320.0,8122.0,0.444879052473262,2.000000000000668
2026-06-16 15:35:00+00:00,,,,,,,,6.26469439993652,6.491409824381278,6.0,0.0,0.0,1142424576.0,2549088256.0,150.0,320.0,8122.0,0.4481698792935006,2.000000000000668
2026-06-16 15:35:30+00:00,,,,,,,,5.412418261051244,5.247295007868188,6.0,0.0,0.0,1149764608.0,2549088256.0,150.0,320.0,8122.0,0.4510493527612094,2.000000000000668
2026-06-16 15:36:00+00:00,,,,,,,,4.070618047967608,4.310294771845989,6.0,0.0,0.0,1157104640.0,2549088256.0,150.0,320.0,8122.0,0.4539288262289181,
2026-06-16 15:36:30+00:00,,,,,,,,2.8931779723541875,2.911736559581388,6.0,0.0,0.0,1164444672.0,2549088256.0,150.0,320.0,8122.0,0.4568082996966269,
2026-06-16 15:37:00+00:00,,,,,,,,3.1587791764189044,2.929986825158884,6.0,0.0,0.0,1172833280.0,2549088256.0,150.0,320.0,8122.0,0.4600991265168654,
2026-06-16 15:37:30+00:00,,,,,,,,3.1991728854896477,3.130045720783228,6.0,0.0,0.0,1180173312.0,2549088256.0,150.0,320.0,8122.0,0.4629785999845742,
2026-06-16 15:38:00+00:00,,,,,,,,2.9404120783431127,2.89642125499022,6.0,0.0,0.0,1189610496.0,2549088256.0,149.0,320.0,8122.0,0.4666807801573426,
2026-06-16 15:38:30+00:00,,,,,,,,3.19858551400949,3.4652919882742066,6.0,0.0,0.0,1196950528.0,2549088256.0,149.0,320.0,8122.0,0.4695602536250514,
2026-06-16 15:39:00+00:00,,,,,,,,3.156470027856934,3.0624768562486193,6.0,0.0,0.0,1203241984.0,2549088256.0,149.0,320.0,8122.0,0.4720283737402304,
2026-06-16 15:39:30+00:00,,,,,,,,6.185095186667514,6.397525334582724,6.0,0.0,0.0,1210582016.0,2549088256.0,148.0,320.0,8122.0,0.4749078472079391,
2026-06-16 15:40:00+00:00,,,,,,,,4.357330698104661,4.33431138521398,6.0,0.0,0.0,1221067776.0,2549088256.0,148.0,320.0,8122.0,0.4790213807332373,
2026-06-16 15:40:30+00:00,,,,,,,,4.952833249174433,4.7286686166411664,6.0,0.0,0.0,1228407808.0,2549088256.0,148.0,320.0,8122.0,0.4819008542009461,
2026-06-16 15:41:00+00:00,,,,,,,,4.374070933669616,4.428658173439208,6.0,0.0,0.0,1236796416.0,2549088256.0,148.0,320.0,8122.0,0.4851916810211847,
2026-06-16 15:41:30+00:00,,,,,,,,3.4626412266800513,3.6471435486596455,6.0,0.0,0.0,1246233600.0,2549088256.0,148.0,320.0,8122.0,0.4888938611939531,
2026-06-16 15:42:00+00:00,,,,,,,,3.925394198463878,3.814356873302118,6.0,0.0,0.0,1253573632.0,2549088256.0,148.0,320.0,8122.0,0.4917733346616618,
2026-06-16 15:42:30+00:00,,,,,,,,2.723887994969105,2.7787718255243807,6.0,0.0,0.0,1261962240.0,2549088256.0,148.0,320.0,8122.0,0.4950641614819004,
2026-06-16 15:43:00+00:00,,,,,,,,2.6074930742565323,2.4654964834397255,6.0,0.0,0.0,1271399424.0,2549088256.0,148.0,320.0,8122.0,0.4987663416546689,
2026-06-16 15:43:30+00:00,,,,,,,,3.97232848254806,3.86789502344084,6.0,0.0,0.0,1279788032.0,2549088256.0,148.0,320.0,8122.0,0.5020571684749074,
