timestamp,request_rate_rps,response_time_max_ms,error_rate,throughput_rps,cpu_usage_percent,system_cpu_usage_percent,replica_count,jvm_gc_pause_seconds_sum,jvm_gc_pause_count,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_threads_live,jvm_threads_peak,jvm_classes_loaded,jvm_heap_utilisation,jvm_gc_avg_pause_ms,response_time_p95_ms
2026-06-13 01:01:08+00:00,,703.308917,,,87.890625,87.98220052083333,1.0,,,34760192.0,268435456.0,22.0,22.0,8104.0,0.12949180603027344,,
2026-06-13 01:01:38+00:00,0.12036135742382827,7613.4473370000005,,0.12036135742382827,82.92397660818713,82.96166081871344,1.0,0.5112370824721648,43.8177878525235,157334528.0,268435456.0,24.0,24.0,8227.0,0.5861167907714844,11.667341222081394,683.5186252555171
2026-06-13 01:02:08+00:00,13.910600404417483,7613.4473370000005,,13.877269293158234,60.47297297297297,60.508119369369375,1.0,0.6239584027731485,110.9214052396507,197182976.0,268435456.0,24.0,24.0,8231.0,0.7345638275146484,5.625229877182481,273.4418163054132
2026-06-13 01:02:38+00:00,22.233333333333334,8876.544379,,22.2,86.75078864353313,86.80685774946922,1.0,3.5828821333333334,256.28586666666666,382560768.0,536870912.0,67.0,67.0,8118.0,0.7125749588012695,13.980022308422262,3112.224406150001
2026-06-13 01:03:08+00:00,25.89827344843677,14307.166756,,25.86494233717752,85.9030878984743,85.84826598065108,3.0,7.113525764949004,519.9653356442903,638634496.0,1073741824.0,162.0,162.0,8118.0,0.5947747230529785,13.680769230769233,8181.316174739583
2026-06-13 01:03:38+00:00,20.82896099278961,19516.377134,,20.795627659456276,65.91678859554354,65.85708795777727,3.0,4.363321599999999,676.7902,554159464.0,1073741824.0,181.0,181.0,8117.0,0.5161012187600136,6.447081532799971,10000.0
2026-06-13 01:04:08+00:00,94.10408721086243,20112.253676,,94.00409054401058,77.37539286091277,77.45455193160356,3.0,13.118425489042782,1258.4513216596124,808700208.0,1073741824.0,181.0,181.0,8117.0,0.753160759806633,10.424261362563113,10000.0
2026-06-13 01:04:38+00:00,107.50226577382712,23406.267551999998,,107.40226466253081,69.4074074074074,69.5054306239125,3.0,15.433552085024058,1523.9850690578244,812041112.0,1073741824.0,192.0,192.0,8117.0,0.7562722191214561,10.127101897766995,10000.0
2026-06-13 01:05:08+00:00,63.69798013465768,507.454459,,63.6313156900651,38.36158192090395,38.32685875706215,2.0,0.5759805346310247,355.9888007466169,316094872.0,536870912.0,44.0,44.0,8117.0,0.5887725800275803,1.6179737492387911,7.939759568592004
2026-06-13 01:05:38+00:00,33.06587898862456,64707.805029,,32.99921343288383,50.043297883579406,50.11639978538275,4.0,0.3059920009466176,181.99586720886163,880327744.0,1342177280.0,228.0,228.0,8143.0,0.6558952808380127,1.6813129091302708,8.068603506905198
2026-06-13 01:06:08+00:00,57.86726001977842,64707.805029,0.0,57.767258908630275,38.79221940503729,38.811129325102414,4.0,4.618007066902231,478.00313343778123,416148032.0,1073741824.0,228.0,228.0,8144.0,0.38756805658340454,9.661039319323477,1846.8288575816441
2026-06-13 01:06:38+00:00,19.398838961884167,64707.805029,0.0,19.265511183847146,22.29228470710687,22.275037211145136,4.0,0.37197700147323476,115.99286712219254,453789632.0,1073741824.0,228.0,228.0,8146.0,0.42262452840805054,3.206895481610745,55.81198107532892
2026-06-13 01:07:08+00:00,18.19967791530835,64707.805029,0.0,18.066351247234543,17.254333122194172,17.3804232944597,4.0,0.4399916039192912,97.99760085317516,554077904.0,1073741824.0,228.0,228.0,8147.0,0.5160252600908279,4.489820159766037,13.974869241250836
2026-06-13 01:07:38+00:00,16.134568025632195,64707.805029,0.0,16.00123691015135,16.64598180824713,16.64684518060374,4.0,0.27402360418748684,82.0070012335745,546550504.0,1073741824.0,228.0,228.0,8147.0,0.5090148225426674,3.3414659732161844,14.353796113423627
2026-06-13 01:08:08+00:00,17.66812870402933,64707.805029,0.0,17.534786474915585,17.993127438606855,17.87793181330398,4.0,0.25601707814665314,92.00660452396102,472175632.0,1073741824.0,228.0,228.0,8147.0,0.4397478252649307,2.7825945699363284,14.680196202791352
2026-06-13 01:08:38+00:00,46.8309468826447,176.469667,0.0,46.697622437311466,25.039500774551165,25.051242133644013,4.0,0.5799698692797466,245.98773439989571,388432504.0,1073741824.0,191.0,228.0,8148.0,0.36175595968961716,2.357718650869417,12.961436608595232
