timestamp,request_rate_rps,response_time_p50_ms,response_time_p95_ms,response_time_p99_ms,response_time_max_ms,failure_rate_rps,error_rate,cpu_usage_percent,system_cpu_usage_percent,replica_count,jvm_gc_pause_seconds_sum,jvm_gc_pause_count,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_threads_live,jvm_threads_peak,jvm_classes_loaded,jvm_heap_utilisation,jvm_gc_avg_pause_ms
2026-06-11 20:19:00+00:00,7.420658235294118,204.1875,1811.5625,2351.125,2533.875,0.0,,85.91065292096219,86.35793814432989,1.0,,,104633856.0,268435456.0,22.0,22.0,8063.0,0.3897914886474609,
2026-06-11 20:19:30+00:00,17.95,2.8333333333333335,7.233333333333333,30.3,63.0,0.0,,48.833333333333336,48.83383333333333,1.0,0.128,93.66666666666669,168249344.0,268435456.0,22.0,22.0,8224.0,0.6267776489257812,1.3665480427046264
2026-06-11 20:20:00+00:00,22.793333333333333,2.1666666666666665,14.533333333333333,34.13333333333333,55.7,0.0,,27.45762711864407,27.3950395480226,1.0,0.128,93.66666666666669,74042880.0,268435456.0,22.0,22.0,8227.0,0.2758312225341797,1.3665480427046264
2026-06-11 20:20:30+00:00,59.916666666666664,329.03333333333336,1453.9,1989.8333333333333,2819.3333333333335,0.0,,42.80821917808219,42.78889269406393,1.0,0.46196600339966,207.979202079792,177170432.0,268435456.0,22.0,22.0,8231.0,0.6600112915039062,2.2212125000000005
2026-06-11 20:21:00+00:00,24.273333333333333,2850.0,10743.333333333334,13000.0,14633.333333333334,0.0,,96.05263157894736,95.9882346491228,1.0,4.0527242999999995,603.6349666666667,510206712.0,536870912.0,102.0,102.0,8113.0,0.950334057211876,6.713866034599607
2026-06-11 20:21:30+00:00,14.770000000000001,7373.333333333333,21400.0,25100.0,25833.333333333332,0.0,,96.82539682539682,96.97221153846154,1.0,11.281042766666667,890.9739,473190264.0,536870912.0,164.0,171.0,8114.0,0.881385549902916,12.661473884551128
2026-06-11 20:22:00+00:00,3.024137931034483,15148.275862068966,23137.931034482757,23758.620689655174,23758.620689655174,0.003448275862068966,,87.82378237823782,88.31724169865967,2.0,11.281042766666667,890.9739,154644480.0,536870912.0,44.0,44.0,8114.0,0.2880477905273437,12.661473884551128
2026-06-11 20:22:30+00:00,9.036666666666667,1996.8333333333333,23869.066666666666,28340.866666666665,28507.533333333333,0.4,,15.423280423280422,15.433345410628018,2.0,11.281042766666667,890.9739,82010112.0,536870912.0,44.0,44.0,8114.0,0.1527557373046875,12.661473884551128
2026-06-11 20:23:00+00:00,11.979999999999999,3.1,18638.833333333332,26005.866666666665,26715.5,0.25,,20.586635586635587,20.59000427350427,2.0,0.0519930675909878,23.197173710171977,330042328.0,536870912.0,44.0,44.0,8114.0,0.6147517412900925,2.2413535476603728
2026-06-11 20:23:30+00:00,13.610000000000001,3.933333333333333,55103.5,58704.0,59104.0,0.16666666666666666,,14.629098225476614,14.586301454581434,2.0,0.0839976003199573,59.99786695107319,73019392.0,536870912.0,44.0,44.0,8114.0,0.1360092163085937,1.4000097768218225
2026-06-11 20:24:00+00:00,4.516666666666667,3.2,7.1,7.8,7.8,0.0,,34.55608053373941,34.686631711579544,3.0,0.0740004667488894,60.00013340000015,231378496.0,805306368.0,66.0,66.0,,0.2873173554738362,1.2333383703591767
2026-06-11 20:24:30+00:00,3.75,2.533333333333333,7.3,8.0,8.0,0.0,,8.989115965860153,8.864861796257145,3.0,0.0320000000355555,24.00000002666667,326872416.0,805306368.0,66.0,66.0,,0.4058982133865356,1.3333333333333346
