timestamp,request_rate_rps,response_time_max_ms,error_rate,throughput_rps,cpu_usage_percent,system_cpu_usage_percent,replica_count,jvm_gc_pause_seconds_sum,jvm_gc_pause_count,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_threads_live,jvm_threads_peak,jvm_classes_loaded,jvm_heap_utilisation,jvm_gc_avg_pause_ms,response_time_p95_ms
2026-06-13 06:30:14+00:00,,,,,,,0.0,,,,,,,,,,
2026-06-13 06:30:44+00:00,,997.185126,,,83.09178743961353,83.10362318840579,1.0,,,25259208.0,268435456.0,22.0,22.0,8163.0,0.09409788250923157,,
2026-06-13 06:31:14+00:00,0.16668889185224695,7764.346045,,0.13335111348179757,99.6845425867508,99.69990131578948,1.0,0.29003867182290977,10.001333511134817,173912064.0,268435456.0,23.0,23.0,8222.0,0.6478729248046875,29.000000000000007,603.9797747499999
2026-06-13 06:31:44+00:00,4.865531376012264,47870.123063,,4.832205818642317,95.18779342723005,95.46972972972972,1.0,0.9297830506215217,59.98600326590462,91190272.0,268435456.0,23.0,23.0,8228.0,0.3397102355957031,15.5,870.8795310638386
2026-06-13 06:32:14+00:00,21.069475930124014,47870.123063,,21.036138151753565,93.79156699967169,93.7272538151454,2.0,4.622616348846512,142.01893585811442,343045696.0,769654784.0,88.0,88.0,8235.0,0.44571371884047173,32.54929577464789,2826.401653834373
2026-06-13 06:32:44+00:00,24.699176694110193,47870.123063,,24.665844471850935,67.9314765132054,68.1447713603977,3.0,4.341135586272181,479.5861937670984,602284056.0,1073741824.0,161.0,161.0,8113.0,0.560920737683773,9.051836025914392,7945.6894967499975
2026-06-13 06:33:14+00:00,92.21199480187569,47870.123063,,92.11199257950531,76.33385085451567,76.07557957187586,3.0,13.311486065737716,1223.4304671044736,641864376.0,1073741824.0,183.0,183.0,8113.0,0.5977827832102776,10.88045984112393,10000.0
2026-06-13 06:33:44+00:00,99.48133857933489,47870.123063,,99.38135635215139,69.9497075796878,70.1963078394549,3.0,13.300939594233546,1373.8407663875832,726493192.0,1073741824.0,194.0,194.0,8114.0,0.6765995100140572,9.681572944736109,9240.681715967401
2026-06-13 06:34:14+00:00,71.90922759752476,47870.123063,,71.80921537274635,67.84622909736036,67.82164594317672,4.0,27.41389067856599,1312.1124156076976,898451464.0,1342177280.0,225.0,225.0,8114.0,0.6693985044956208,20.892943586597646,10000.0
2026-06-13 06:34:44+00:00,63.23260669088808,32837.765682,,63.13260780196216,44.74525180695327,44.79098709373033,4.0,14.879990200326656,1155.996266791107,784893656.0,1342177280.0,225.0,225.0,8114.0,0.5847913444042205,12.872005410217755,10000.0
2026-06-13 06:35:14+00:00,39.997955786422395,32837.765682,,39.86463134086696,40.44223270742095,40.33341979468159,4.0,9.491372976370368,815.9488039197022,923344152.0,1342177280.0,225.0,225.0,8114.0,0.6879450023174286,11.632314344693146,9554.681548181388
2026-06-13 06:35:44+00:00,36.966956706781424,32837.765682,,36.83361781718876,30.99851660068197,31.150416907686278,4.0,4.938009667757885,338.0020002533569,515005776.0,1073741824.0,225.0,225.0,8115.0,0.4796365052461624,14.609409601293748,3521.4581967165864
2026-06-13 06:36:14+00:00,23.033261120407325,32837.765682,,22.899927786999918,23.543167374190137,23.55316239753505,4.0,0.5479979334999961,137.99933339111035,413520824.0,1073741824.0,225.0,225.0,8117.0,0.38512127846479416,3.9710187001185697,14.899319613128677
2026-06-13 06:36:44+00:00,18.632770068845982,32837.765682,,18.499440068438606,19.18692584743703,19.15032234062553,4.0,0.44999133443991335,105.99733369330372,292612456.0,1073741824.0,225.0,225.0,8119.0,0.2725165858864784,4.245308054086847,14.58353854963954
2026-06-13 06:37:14+00:00,18.1328822794032,32837.765682,,17.999553390069902,18.63871757974441,18.580518927947374,4.0,0.34599260086438843,101.99740030886645,468358464.0,1073741824.0,225.0,225.0,8119.0,0.4361928105354309,3.392170779026335,14.113380791759711
2026-06-13 06:37:44+00:00,25.600112243518645,14794.081299,,25.466777798963086,20.739093491515863,20.792135175579975,4.0,0.4980014004511112,146.00073344666748,409218360.0,1073741824.0,225.0,225.0,8119.0,0.38111429661512375,3.4109513609602913,13.662235421468207
2026-06-13 06:38:14+00:00,97.12863027668648,8901.630588,,96.9953024985754,37.73224373799087,37.7291198889982,4.0,1.2019382703775447,543.9726683021194,568088720.0,1073741824.0,225.0,225.0,8124.0,0.5290738493204117,2.2095563626920955,11.963690223736801
